,county,latitude_x,longitude_x,state,latitude_y,longitude_y,area[m^2],name,year,gentype,axis,azimuth[deg],tilt[deg],battery,capacity[MW]
577,San Bernardino,34.190969,-117.359766,CA,34.766754,-117.323334,46163,"Rudy Solar, LLC",2014,PV,single-axis,45.0,0.0,,1.5
578,San Bernardino,34.190969,-117.359766,CA,34.768036,-117.323326,30397,"Madelyn Solar, LLC",2014,PV,single-axis,45.0,0.0,,1.0
579,San Bernardino,34.190969,-117.359766,CA,34.474056,-117.563431,29896,SCE-Snowline-Duncan Road (North),2014,PV,single-axis,0.0,0.0,,1.5
580,San Bernardino,34.190969,-117.359766,CA,34.413448,-117.469589,29744,SCE-Snowline-White Road (South),2014,PV,single-axis,0.0,0.0,,1.5
581,San Bernardino,34.190969,-117.359766,CA,34.415768,-117.469788,29748,SCE-Snowline-White Rd (Central),2014,PV,single-axis,0.0,0.0,,1.5
582,San Bernardino,34.190969,-117.359766,CA,34.418022,-117.46981,29834,SCE-Snowline-White Road (North),2014,PV,single-axis,0.0,0.0,,1.5
583,San Bernardino,34.190969,-117.359766,CA,34.54982,-117.46669,22297,Coronus Adelanto West 1,2015,PV,fixed-tilt,180.0,20.0,,1.5
584,San Bernardino,34.190969,-117.359766,CA,34.548893,-117.467438,22162,Coronus Adelanto West 2,2015,PV,fixed-tilt,180.0,20.0,,1.5
585,San Bernardino,34.190969,-117.359766,CA,34.553841,-117.369659,96515,"Adelanto Solar II, LLC",2015,PV,single-axis,0.0,0.0,,7.0
586,San Bernardino,34.190969,-117.359766,CA,34.553974,-117.376686,586985,"Adelanto Solar, LLC",2015,PV,single-axis,0.0,0.0,,20.0
587,San Bernardino,34.190969,-117.359766,CA,34.407478,-116.862953,369464,"Lone Valley Solar Park II, LLC",2014,PV,single-axis,90.0,50.0,,20.0
588,San Bernardino,34.190969,-117.359766,CA,34.685734,-117.344971,416868,Alamo Solar,2015,PV,single-axis,180.0,45.0,,18.7
589,San Bernardino,34.190969,-117.359766,CA,34.633167,-117.370224,2025688,Hudson-High Desert Hybrid,2021,PV,single-axis,180.0,0.0,batteries,100.0
590,San Bernardino,34.190969,-117.359766,CA,34.579048,-117.579285,14360,Phelan Pinon Hills CSD Solar,2015,PV,single-axis,180.0,10.0,,1.1
591,San Bernardino,34.190969,-117.359766,CA,34.038609,-117.56588,45551,"PVN Milliken, LLC",2017,PV,fixed-tilt,180.0,22.0,,3.0
592,San Bernardino,34.190969,-117.359766,CA,34.112022,-117.27343,51904,Target Shafter,2018,PV,single-axis,0.0,10.0,,3.0
593,San Bernardino,34.190969,-117.359766,CA,34.904919,-117.10289,550484,"Longboat Solar, LLC",2016,PV,single-axis,180.0,,,20.0
594,San Bernardino,34.190969,-117.359766,CA,33.947506,-117.639748,22786,CA Institute for Women,2020,PV,single-axis,180.0,52.0,,1.0
595,San Bernardino,34.190969,-117.359766,CA,35.027725,-117.356339,1548156,"Lockhart Solar PV, LLC",2023,PV,single-axis,90.0,,,85.0
596,San Bernardino,34.190969,-117.359766,CA,35.042198,-117.350082,2214884,Lockhart Solar PV II,2023,PV,single-axis,90.0,,,75.0
597,San Bernardino,34.190969,-117.359766,CA,34.856781,-116.812912,431633,Sunray 2,2017,PV,single-axis,180.0,,,20.0
598,San Bernardino,34.190969,-117.359766,CA,34.864426,-116.827057,795053,Sunray 3,1985,PV,single-axis,180.0,,,13.8
599,San Bernardino,34.190969,-117.359766,CA,34.497826,-117.472298,41336,Victor Dry Farm Ranch B,2015,PV,fixed-tilt,193.0,15.0,,5.0
600,San Bernardino,34.190969,-117.359766,CA,34.497608,-117.470238,65710,Victor Dry Farm Ranch A,2015,PV,fixed-tilt,193.0,15.0,,5.0
601,San Bernardino,34.190969,-117.359766,CA,34.512589,-117.387398,47573,Victor Mesa Linda B2,2014,PV,fixed-tilt,180.0,20.0,,1.6
602,San Bernardino,34.190969,-117.359766,CA,34.511169,-117.386978,17358,Victor Mesa Linda C2,2014,PV,fixed-tilt,180.0,20.0,,1.6
603,San Bernardino,34.190969,-117.359766,CA,34.509602,-117.387321,32421,Victor Mesa Linda D2,2014,PV,fixed-tilt,180.0,20.0,,1.6
604,San Bernardino,34.190969,-117.359766,CA,34.571846,-117.575966,59404,Sheep Creek Community Solar Farm,2022,PV,single-axis,180.0,45.0,,3.0
605,San Bernardino,34.190969,-117.359766,CA,34.471409,-117.561966,20769,SCE-Snowline-Duncan Road (South),2014,PV,single-axis,0.0,0.0,,1.0
606,San Bernardino,34.190969,-117.359766,CA,34.087643,-117.587273,26682,9150 Hermosa Solar GM,2022,PV,single-axis,180.0,15.0,,1.3
607,San Bernardino,34.190969,-117.359766,CA,34.035294,-117.53418,20120,SunE- E Philadelphia Ontario,2016,PV,single-axis,180.0,12.0,,1.0
608,San Bernardino,34.190969,-117.359766,CA,34.043938,-117.530655,21252,Oltmans SCE at Champagne,2013,PV,fixed-tilt,180.0,10.0,,1.0
609,San Bernardino,34.190969,-117.359766,CA,34.094704,-117.266861,19537,Kohls San Bernardino Solar Facility,2007,PV,single-axis,180.0,0.0,,1.0
610,San Bernardino,34.190969,-117.359766,CA,33.966019,-117.659126,38923,San Antonio West Solar Rooftop,2012,PV,fixed-tilt,180.0,20.0,,1.5
611,San Bernardino,34.190969,-117.359766,CA,34.050041,-117.591774,41146,Oltmans SCE at Jurupa,2013,PV,fixed-tilt,180.0,10.0,,1.5
612,San Bernardino,34.190969,-117.359766,CA,34.434574,-117.378113,31308,Hesperia,2014,PV,fixed-tilt,180.0,20.0,,1.5
613,San Bernardino,34.190969,-117.359766,CA,34.039413,-117.605515,30924,Terra Francesco,2015,PV,fixed-tilt,180.0,11.0,,1.5
614,San Bernardino,34.190969,-117.359766,CA,34.097672,-117.544502,17625,SunE Rochester,2016,PV,fixed-tilt,180.0,11.0,,1.0
615,San Bernardino,34.190969,-117.359766,CA,34.145432,-117.570877,39087,Chaffey College Rancho Cucamonga Campus,2017,PV,single-axis,180.0,7.0,,4.0
616,San Bernardino,34.190969,-117.359766,CA,34.090248,-117.356247,10344,Rialto - High School,2017,PV,single-axis,180.0,7.0,,0.9
617,San Bernardino,34.190969,-117.359766,CA,34.038712,-117.360535,32168,"ESCA-LL-COLTON, LLC",2021,PV,fixed-tilt,216.0,10.0,,2.6
618,San Bernardino,34.190969,-117.359766,CA,34.105076,-117.233795,52446,IGS KSBD,2022,PV,single-axis,0.0,10.0,,4.3
619,San Bernardino,34.190969,-117.359766,CA,34.039516,-117.385109,34553,IGS SBD1,2023,PV,fixed-tilt,180.0,10.0,,2.6
620,San Bernardino,34.190969,-117.359766,CA,34.073494,-117.280815,31860,IGS SBD2,2023,PV,fixed-tilt,354.0,10.0,,2.5
621,San Bernardino,34.190969,-117.359766,CA,35.014107,-117.555969,1735162,Resurgence Solar,2023,PV,single-axis,180.0,,batteries,90.0
622,San Bernardino,34.190969,-117.359766,CA,35.022346,-117.56604,1222145,Resurgence Solar II,2023,PV,single-axis,180.0,,batteries,48.0
623,San Bernardino,34.190969,-117.359766,CA,34.078068,-117.274681,33934,Chambers 4 - San Bernardino SNA7,2018,PV,single-axis,180.0,10.0,,2.0
624,San Bernardino,34.190969,-117.359766,CA,34.100254,-117.55249,30928,Rancho Cucamonga Dist #1,2015,PV,fixed-tilt,180.0,5.0,,1.8
625,San Bernardino,34.190969,-117.359766,CA,34.079762,-117.203827,33680,Chambers 4 - Redland LGB4,2019,PV,single-axis,180.0,10.0,,1.9
626,San Bernardino,34.190969,-117.359766,CA,34.129318,-117.40554,40055,Chambers 4 - Rialto LGB8,2018,PV,single-axis,180.0,10.0,,2.2
627,San Bernardino,34.190969,-117.359766,CA,34.269226,-116.818367,15125,BBARWA,2021,PV,fixed-tilt,135.0,19.0,,1.9
628,San Bernardino,34.190969,-117.359766,CA,34.126694,-117.415611,50320,Niagara Bottling - Rialto,2021,PV,single-axis,180.0,10.0,,4.2
629,San Bernardino,34.190969,-117.359766,CA,34.857754,-116.747269,3885626,Daggett 2,2023,PV,single-axis,90.0,,batteries,182.0
630,San Bernardino,34.190969,-117.359766,CA,34.870911,-116.774918,6624768,Daggett 3,2023,PV,single-axis,90.0,,batteries,300.0
631,San Bernardino,34.190969,-117.359766,CA,35.031879,-117.337921,1812763,SEGS IX,1990,PV,fixed-tilt,180.0,,,92.0
632,San Bernardino,34.190969,-117.359766,CA,34.051117,-117.446709,46148,IOS II-LAX9,2020,PV,fixed-tilt,180.0,10.0,,4.0
633,San Diego,32.884418,-117.112348,CA,33.26524,-116.32798,162688,"Desert Green Solar Farm, LLC",2014,PV,dual-axis,180.0,,,6.3
634,San Diego,32.884418,-117.112348,CA,33.291626,-116.353821,514184,Solar Borrego I,2013,PV,single-axis,45.0,45.0,,26.0
635,San Diego,32.884418,-117.112348,CA,33.233067,-117.001488,102751,Valley Center 2,2013,PV,single-axis,0.0,45.0,,5.0
636,San Diego,32.884418,-117.112348,CA,33.011589,-116.874756,111465,Ramona 2,2013,PV,single-axis,0.0,45.0,,5.0
637,San Diego,32.884418,-117.112348,CA,33.210648,-117.178261,10117,SDCWA-Twin Oaks,2011,PV,fixed-tilt,180.0,20.0,,1.1
638,San Diego,32.884418,-117.112348,CA,32.618332,-116.132301,311697,Jacumba Solar Farm,2017,PV,fixed-tilt,180.0,25.0,,20.0
639,San Diego,32.884418,-117.112348,CA,33.249443,-117.021774,57927,Valley Center,2016,PV,single-axis,0.0,0.0,,2.3
640,San Diego,32.884418,-117.112348,CA,33.269398,-117.057732,87943,Granger,2016,PV,single-axis,0.0,0.0,,3.0
641,San Diego,32.884418,-117.112348,CA,33.019566,-116.860588,50130,Ramona Solar Energy,2017,PV,fixed-tilt,180.0,20.0,,3.7
642,San Diego,32.884418,-117.112348,CA,33.210674,-117.176834,12336,Vallecitos Water District,2021,PV,fixed-tilt,180.0,20.0,,1.4
643,San Diego,32.884418,-117.112348,CA,33.212307,-117.301918,25951,Genentech-Oceanside Hybrid,2016,PV,single-axis,180.0,25.0,batteries,4.5
644,San Diego,32.884418,-117.112348,CA,33.081242,-116.086128,1049288,Ocotillo Wells,2023,PV,single-axis,180.0,52.0,,50.0
645,San Diego,32.884418,-117.112348,CA,33.010433,-116.872108,31317,Ramona 1,2013,PV,single-axis,0.0,45.0,,2.0
646,San Diego,32.884418,-117.112348,CA,33.230007,-117.003105,45645,Valley Center 1,2013,PV,single-axis,0.0,45.0,,2.5
647,San Diego,32.884418,-117.112348,CA,32.582943,-116.925583,42344,CA - DGS RFP - RJ Donovan State Prison,2024,PV,single-axis,180.0,0.0,,2.0
648,San Diego,32.884418,-117.112348,CA,32.745426,-116.938675,14526,Grossmont-Cuyamaca-Cuyamaca Col. Solar &,2024,PV,fixed-tilt,180.0,0.0,batteries,1.4
649,San Diego,32.884418,-117.112348,CA,32.565857,-116.93148,52178,Amazon SAN3 Solar Project,2024,PV,fixed-tilt,180.0,0.0,batteries,4.6
650,San Diego,32.884418,-117.112348,CA,32.790279,-117.095718,11179,ISH Solar Hospital SDMC,2011,PV,fixed-tilt,0.0,5.0,,1.1
651,San Diego,32.884418,-117.112348,CA,32.731392,-117.207687,36742,Lindberg FIeld Solar,2015,PV,fixed-tilt,182.0,10.0,,2.9
652,San Diego,32.884418,-117.112348,CA,32.738819,-117.18425,19015,Lindberg Field Solar 2,2017,PV,fixed-tilt,207.0,8.0,,1.9
653,San Diego,32.884418,-117.112348,CA,32.937153,-117.234268,8412,Kilroy Solar,2018,PV,fixed-tilt,177.0,3.0,,1.1
654,San Diego,32.884418,-117.112348,CA,32.58675,-117.008881,11801,SeaWorld Aquatica,2018,PV,fixed-tilt,181.0,7.0,,1.1
655,San Diego,32.884418,-117.112348,CA,32.753605,-117.035011,12733,"PFMG Solar Grossmont Helix, LLC",2018,PV,single-axis,236.0,5.0,,1.2
656,San Diego,32.884418,-117.112348,CA,32.813816,-117.005409,13747,Grossmont College,2023,PV,fixed-tilt,270.0,7.0,,2.6
657,San Diego,32.884418,-117.112348,CA,32.819405,-117.006989,13355,Grossmont HS Solar Project,2018,PV,fixed-tilt,219.0,10.0,,1.4
658,San Diego,32.884418,-117.112348,CA,32.59243,-116.923912,40024,San Diego - EMDF at San Diego,2021,PV,fixed-tilt,201.0,7.0,,2.9
659,San Diego,32.884418,-117.112348,CA,33.190506,-117.255348,16140,San Diego - NCRC at Vista,2021,PV,fixed-tilt,178.0,7.0,,1.8
660,San Diego,32.884418,-117.112348,CA,32.83617,-117.129868,31296,County of San Diego COC Hybrid,2020,PV,fixed-tilt,182.0,10.0,batteries,1.7
661,San Diego,32.884418,-117.112348,CA,33.213123,-117.30426,18313,Gilead Oceanside Solar Project,2021,PV,single-axis,123.0,10.0,batteries,1.5
662,San Diego,32.884418,-117.112348,CA,32.91013,-117.123413,17536,SDCCD - Miramar,2011,PV,fixed-tilt,180.0,8.0,,1.0
663,San Diego,32.884418,-117.112348,CA,32.869011,-117.24324,33785,Univ of California San Diego Solar,2008,PV,single-axis,180.0,20.0,,1.0
664,San Diego,32.884418,-117.112348,CA,32.631828,-117.077293,12293,County of San Diego SBRC,2018,PV,single-axis,0.0,10.0,,1.3
665,San Francisco,37.760569,-122.436499,CA,37.750828,-122.483521,47445,Sunset Reservoir North Basin,2010,PV,fixed-tilt,180.0,6.0,,4.5
666,San Joaquin,37.924541,-121.302289,CA,38.135937,-121.148811,46875,Bear Creek Solar,2014,PV,single-axis,180.0,20.0,,1.5
667,San Joaquin,37.924541,-121.302289,CA,38.121372,-121.141251,34393,Kettleman Solar Project,2014,PV,single-axis,180.0,20.0,,1.0
668,San Joaquin,37.924541,-121.302289,CA,37.840202,-121.215225,15105,Manteca Land PV,2017,PV,fixed-tilt,180.0,20.0,,1.0
669,San Joaquin,37.924541,-121.302289,CA,38.04211,-120.936073,91922,Foothill Sanitary Landfill-Solar Array,2021,PV,single-axis,0.0,,,3.5
670,San Joaquin,37.924541,-121.302289,CA,37.725021,-121.529602,54511,Prologis L.P,2018,PV,fixed-tilt,180.0,10.0,,3.0
671,San Joaquin,37.924541,-121.302289,CA,37.984684,-121.312935,44164,University of the Pacific,2022,PV,single-axis,162.0,7.0,batteries,4.5
672,San Joaquin,37.924541,-121.302289,CA,37.909523,-121.195145,18281,Donaghy-Stockton,2021,PV,fixed-tilt,180.0,10.0,,1.1
673,San Joaquin,37.924541,-121.302289,CA,37.734913,-121.511032,14953,Medline Ind. Phase 2 Tracy,2018,PV,fixed-tilt,180.0,10.0,,1.0
674,San Joaquin,37.924541,-121.302289,CA,37.894833,-121.264778,14418,Niagara Bottling Stockton,2018,PV,fixed-tilt,222.0,5.0,,1.0
675,San Joaquin,37.924541,-121.302289,CA,37.914116,-121.198616,38578,Amazon - Stockton - Roof (SCK1) - (CA),2023,PV,single-axis,180.0,12.0,,2.6
676,San Luis Obispo,35.341822,-120.665804,CA,35.372162,-120.055847,12480862,Topaz Solar Farm,2014,PV,fixed-tilt,180.0,25.0,,585.9
677,San Luis Obispo,35.341822,-120.665804,CA,35.317455,-119.925659,4540803,California Valley Solar Ranch,2013,PV,single-axis,90.0,0.0,,250.0
678,San Luis Obispo,35.341822,-120.665804,CA,35.557911,-120.681908,49470,Vintner Solar,2014,PV,single-axis,180.0,20.0,,1.5
679,San Luis Obispo,35.341822,-120.665804,CA,35.319611,-120.69101,62128,Stenner Creek Solar,2018,PV,single-axis,180.0,,,4.5
680,San Luis Obispo,35.341822,-120.665804,CA,35.596046,-120.689529,30594,Firestone Walker Brewery-Phase 1,2020,PV,single-axis,180.0,,,1.6
681,San Luis Obispo,35.341822,-120.665804,CA,35.470894,-120.635109,23468,Atascadero State Hospital,2020,PV,single-axis,180.0,52.0,,1.1
682,San Luis Obispo,35.341822,-120.665804,CA,35.321552,-120.692169,31478,CA-DGS-California Men's Colony,2022,PV,fixed-tilt,180.0,25.0,,2.2
683,San Luis Obispo,35.341822,-120.665804,CA,35.67001,-120.565277,12487,Meridian Vineyards,2010,PV,fixed-tilt,180.0,30.0,,1.1
684,San Mateo,37.563575,-122.339869,CA,37.620506,-122.428871,28585,Shelter Creek Condominiums Solar,2020,PV,single-axis,150.0,15.0,,1.9
685,San Mateo,37.563575,-122.339869,CA,37.568691,-122.277939,6858,Gilead Foster City Solar Project,2021,PV,single-axis,90.0,8.0,batteries,1.1
686,Santa Barbara,34.645128,-120.1029,CA,34.901577,-119.590942,951940,"Cuyama Solar, LLC",2017,PV,single-axis,90.0,,,40.0
687,Santa Barbara,34.645128,-120.1029,CA,34.746334,-120.510315,383598,Vandenberg Solar Project,2017,PV,single-axis,0.0,0.0,,20.6
688,Santa Barbara,34.645128,-120.1029,CA,34.419662,-119.857231,51962,Broadway 3 - UCSB Lot 38,2016,PV,fixed-tilt,180.0,10.0,,1.8
689,Santa Barbara,34.645128,-120.1029,CA,34.904449,-119.584846,25233,SEPV Cuyama Hybrid,2023,PV,single-axis,180.0,0.0,batteries,1.6
690,Santa Clara,37.315518,-121.91109,CA,37.228466,-121.738708,29517,Malech Solar Farm,2017,PV,fixed-tilt,180.0,10.0,,3.1
691,Santa Clara,37.315518,-121.91109,CA,37.268875,-121.861076,15573,Guadalupe Solar Farm,2018,PV,fixed-tilt,180.0,10.0,,1.7
692,Santa Clara,37.315518,-121.91109,CA,37.286949,-121.81456,21370,Hellyer Solar Farm,2017,PV,fixed-tilt,180.0,10.0,,2.2
693,Santa Clara,37.315518,-121.91109,CA,37.33289,-122.009293,121134,Apple Campus 2 PV,2017,PV,single-axis,210.0,5.0,,14.4
694,Santa Clara,37.315518,-121.91109,CA,36.975792,-121.56958,10914,Gavilan Community College Solar Project,2018,PV,fixed-tilt,240.0,10.0,batteries,1.4
695,Santa Clara,37.315518,-121.91109,CA,37.431709,-122.182053,28195,Stanford Campus Solar,2017,PV,fixed-tilt,215.0,5.0,,3.4
696,Santa Clara,37.315518,-121.91109,CA,37.411774,-122.148804,16021,"Solar Star Palo Alto I, LLC",2019,PV,fixed-tilt,85.0,10.0,,1.3
697,Santa Clara,37.315518,-121.91109,CA,37.334194,-121.882492,16413,CSU San Jose State University,2021,PV,fixed-tilt,149.0,10.0,,1.7
698,Santa Clara,37.315518,-121.91109,CA,37.262661,-122.012779,35240,West Valley Mission CCD Solar Project,2022,PV,single-axis,180.0,10.0,batteries,2.7
699,Santa Clara,37.315518,-121.91109,CA,37.405567,-122.018776,27073,Google Moffett Park Solar Project,2021,PV,single-axis,165.0,3.0,batteries,1.6
700,Santa Cruz,36.986338,-121.938739,CA,36.990921,-122.052666,24592,University of California Santa Cruz,2013,PV,fixed-tilt,200.0,6.0,batteries,2.0
701,Santa Cruz,36.986338,-121.938739,CA,36.987141,-121.923752,26658,Cabrillo College,2023,PV,fixed-tilt,279.0,5.0,,2.4
702,Shasta,40.578348,-122.300147,CA,41.031567,-121.423973,80156,Shasta Solar Farm,2014,PV,single-axis,90.0,,,3.0
703,Solano,38.236295,-122.067272,CA,38.231937,-122.092697,28633,SunEdison Anheuser Busch Fairfield,2008,PV,single-axis,0.0,0.0,,0.9
704,Solano,38.236295,-122.067272,CA,38.410854,-121.926422,52646,Vaca Dixon Solar Station,2009,PV,fixed-tilt,180.0,30.0,,2.0
705,Solano,38.236295,-122.067272,CA,38.400021,-121.964363,13581,Mariani Packing Vacaville Solar,2008,PV,single-axis,100.0,,,0.9
706,Solano,38.236295,-122.067272,CA,38.520096,-121.740349,213888,UC Davis South Campus,2015,PV,single-axis,180.0,,,13.0
707,Solano,38.236295,-122.067272,CA,38.301003,-121.965195,25896,North Bay Solar 1,2013,PV,single-axis,90.0,,,1.0
708,Solano,38.236295,-122.067272,CA,38.400028,-121.962906,13669,Vacaville,2007,PV,fixed-tilt,90.0,30.0,,1.0
709,Solano,38.236295,-122.067272,CA,38.097103,-122.140915,118969,Lake Herman,2021,PV,single-axis,180.0,52.0,,5.0
710,Solano,38.236295,-122.067272,CA,38.386448,-121.948814,91407,Genentech Vacaville Meter #1,2017,PV,fixed-tilt,180.0,25.0,,6.1
711,Solano,38.236295,-122.067272,CA,38.325497,-121.982666,23533,CDCR (CA)-Solano State Prison,2013,PV,single-axis,180.0,0.0,,1.1
712,Solano,38.236295,-122.067272,CA,38.132267,-122.231514,74211,SFDK Solar,2019,PV,fixed-tilt,9.0,5.0,,6.3
713,Solano,38.236295,-122.067272,CA,38.388165,-121.936531,22688,Vacaville Hospital,2019,PV,fixed-tilt,269.0,5.0,,1.5
714,Sonoma,38.412281,-122.720368,CA,38.77491,-123.017883,28302,Cloverdale Solar I,2014,PV,fixed-tilt,180.0,25.0,,1.5
715,Sonoma,38.412281,-122.720368,CA,38.769501,-123.020737,14943,Cloverdale Solar Center,2019,PV,single-axis,180.0,20.0,,1.0
716,Sonoma,38.412281,-122.720368,CA,38.194576,-122.663651,16490,Lavio Solar,2018,PV,fixed-tilt,180.0,25.0,,1.0
717,Sonoma,38.412281,-122.720368,CA,38.216709,-122.542809,13285,Stage Gulch Solar,2018,PV,fixed-tilt,180.0,25.0,,0.8
718,Sonoma,38.412281,-122.720368,CA,38.583694,-122.864525,32693,"Dissigno Healdsburg FPV, LLC",2020,PV,fixed-tilt,12.0,83.0,,3.0
719,Sonoma,38.412281,-122.720368,CA,38.539112,-122.815048,15838,Windsor Floating Solar,2020,PV,fixed-tilt,180.0,12.0,,1.5
720,Sonoma,38.412281,-122.720368,CA,38.762543,-122.972725,12212,ASTI,2009,PV,fixed-tilt,210.0,0.0,,1.2
721,Sonoma,38.412281,-122.720368,CA,38.458675,-122.720276,15188,Santa Rosa Junior College Petaluma Solar,2018,PV,fixed-tilt,262.0,10.0,,1.2
722,Sonoma,38.412281,-122.720368,CA,38.261345,-122.736626,37636,"Bodega Avenue Solar, LLC",2021,PV,fixed-tilt,180.0,52.0,,2.0
723,Stanislaus,37.618447,-120.955882,CA,37.736553,-120.990341,488240,Axium Modesto Solar,2012,PV,single-axis,0.0,0.0,,25.8
724,Stanislaus,37.618447,-120.955882,CA,37.858418,-120.895416,40364,Robert O Schulz Solar Farm,2009,PV,dual-axis,180.0,,,1.3
725,Stanislaus,37.618447,-120.955882,CA,37.367123,-121.149864,546819,"Frontier Solar, LLC",2016,PV,single-axis,180.0,,,20.0
726,Stanislaus,37.618447,-120.955882,CA,37.247696,-121.111816,668157,Central 40,2021,PV,single-axis,180.0,,,40.0
727,Stanislaus,37.618447,-120.955882,CA,37.469852,-121.166527,44246,Amazon - Patterson PV,2017,PV,fixed-tilt,180.0,10.0,,2.5
728,Sutter,39.137197,-121.643973,CA,39.291775,-121.66996,30713,2127 Harris Solar Project,2014,PV,single-axis,90.0,,,1.3
729,Tehama,40.114795,-122.219057,CA,40.122192,-122.189407,132592,Sierra Pacific Industries (2042-RD),2020,PV,fixed-tilt,180.0,25.0,,8.4
730,Tulare,36.254134,-119.23454,CA,35.801178,-119.110886,35025,Castle Rock Vineyards,2010,PV,fixed-tilt,180.0,20.0,,1.0
731,Tulare,36.254134,-119.23454,CA,36.387268,-119.255203,59643,Ivanhoe Solar,2014,PV,fixed-tilt,180.0,20.0,,3.5
732,Tulare,36.254134,-119.23454,CA,36.211926,-119.133774,59043,Lindsay Solar,2014,PV,fixed-tilt,180.0,20.0,,4.0
733,Tulare,36.254134,-119.23454,CA,36.538177,-119.426155,26886,Dinuba Wastewater Treatment Plant,2011,PV,single-axis,90.0,,,1.0
734,Tulare,36.254134,-119.23454,CA,36.101303,-119.038506,97096,Porterville Solar,2014,PV,fixed-tilt,180.0,20.0,,3.5
735,Tulare,36.254134,-119.23454,CA,35.815506,-119.451019,493186,Atwell Island,2013,PV,fixed-tilt,180.0,18.0,,20.2
736,Tulare,36.254134,-119.23454,CA,35.899235,-119.439537,1684438,Alpaugh 50,2012,PV,single-axis,0.0,0.0,,50.0
737,Tulare,36.254134,-119.23454,CA,35.909054,-119.426903,214424,Alpaugh North,2012,PV,single-axis,0.0,0.0,,20.0
738,Tulare,36.254134,-119.23454,CA,36.505253,-119.540115,63991,Kingsburg Solar,2013,PV,fixed-tilt,180.0,20.0,,3.7
739,Tulare,36.254134,-119.23454,CA,36.265953,-119.128349,57857,Exeter Solar,2014,PV,fixed-tilt,180.0,20.0,,3.5
740,Tulare,36.254134,-119.23454,CA,35.875427,-119.452469,536844,White River Solar,2013,PV,single-axis,0.0,0.0,,20.0
741,Tulare,36.254134,-119.23454,CA,36.028652,-119.075829,109317,Solar Photovoltaic Project #42,2012,PV,fixed-tilt,180.0,25.0,,5.0
742,Tulare,36.254134,-119.23454,CA,35.831024,-119.049591,280869,Tropico Solar PV Plant,2016,PV,single-axis,90.0,,,14.0
743,Tulare,36.254134,-119.23454,CA,35.822189,-119.039787,688146,Nicolis Solar PV Plant,2016,PV,single-axis,90.0,,,20.0
744,Tulare,36.254134,-119.23454,CA,35.855438,-119.068504,474176,CED Ducor 1,2016,PV,single-axis,0.0,0.0,,20.0
745,Tulare,36.254134,-119.23454,CA,35.81509,-119.459679,496755,Atwell Island West Solar,2015,PV,single-axis,0.0,0.0,,20.0
746,Tulare,36.254134,-119.23454,CA,36.20446,-119.417946,56691,Tulare 1 and 2,2014,PV,fixed-tilt,180.0,20.0,,3.0
747,Tulare,36.254134,-119.23454,CA,36.318417,-119.213989,61169,Farmersville,2014,PV,fixed-tilt,180.0,20.0,,4.5
748,Tulare,36.254134,-119.23454,CA,36.186375,-119.377769,17068,City of Tulare Water Facility,2011,PV,fixed-tilt,225.0,20.0,,1.1
749,Tulare,36.254134,-119.23454,CA,35.874443,-119.462189,518318,White River Solar 2,2014,PV,single-axis,0.0,0.0,,20.0
750,Tulare,36.254134,-119.23454,CA,35.845551,-119.057007,365047,CED Ducor 3,2016,PV,single-axis,0.0,0.0,,15.0
751,Tulare,36.254134,-119.23454,CA,35.844742,-119.066368,485220,CED Ducor 2,2016,PV,single-axis,0.0,0.0,,20.0
752,Tulare,36.254134,-119.23454,CA,35.850285,-119.026031,470454,CED Ducor 4,2016,PV,single-axis,0.0,0.0,,20.0
753,Tulare,36.254134,-119.23454,CA,36.353619,-119.400734,21156,"RE-VFO, LLC",2009,PV,single-axis,90.0,45.0,,1.0
754,Tulare,36.254134,-119.23454,CA,36.54734,-119.431282,16233,FTF-PackingShed,2013,PV,fixed-tilt,180.0,25.0,,1.0
755,Tulare,36.254134,-119.23454,CA,36.094009,-119.037476,12553,Porterville 6 and 7,2014,PV,fixed-tilt,180.0,20.0,,3.0
756,Tulare,36.254134,-119.23454,CA,35.817329,-119.063026,1163273,Luciana,2022,PV,single-axis,180.0,,,55.8
757,Tulare,36.254134,-119.23454,CA,36.492783,-119.468964,31092,Agriculture Capital - Legacy Packing,2022,PV,single-axis,180.0,0.0,,1.6
758,Tulare,36.254134,-119.23454,CA,36.472256,-119.345665,32043,Elkhorn Dairy,2009,PV,single-axis,180.0,,,1.0
759,Tulare,36.254134,-119.23454,CA,35.972492,-119.394432,23244,"Case Vander Eyk, Jr Dairy Solar",2023,PV,single-axis,180.0,,,1.2
760,Tulare,36.254134,-119.23454,CA,36.302055,-119.168419,49323,Exeter Bulk Plant Array,2015,PV,fixed-tilt,,0.0,,1.1
761,Tulare,36.254134,-119.23454,CA,36.362698,-119.426003,65863,Double J Dairy Array,2023,PV,single-axis,180.0,36.0,,4.0
762,Tulare,36.254134,-119.23454,CA,36.306778,-119.239922,65067,"Visalia CSG, LLC",2024,PV,single-axis,180.0,0.0,,3.0
763,Tuolumne,37.972006,-120.325224,CA,37.890377,-120.52581,44261,Sonora 1,2013,PV,single-axis,0.0,0.0,,1.5
764,Tuolumne,37.972006,-120.325224,CA,37.882973,-120.455444,50678,Sierra Pacific Chinese Camp,2023,PV,fixed-tilt,175.0,20.0,,3.6
