usps,fips,county,latitude,longitude,geocode
MS,28027,Coahoma County,34.22867,-90.603165,9ypddr
MS,28029,Copiah County,31.866915,-90.448758,9vxtmc
MS,28031,Covington County,31.633331,-89.548897,dj87fq
MS,28033,DeSoto County,34.874266,-89.99324,dn0n2h
MS,28035,Forrest County,31.18858,-89.259447,dj892v
MS,28037,Franklin County,31.477773,-90.895457,9vx75d
MS,28039,George County,30.855431,-88.642268,dj2zwc
MS,28041,Greene County,31.212845,-88.634811,dj8cx4
MS,28043,Grenada County,33.770031,-89.80274,dn00h7
MS,28045,Hancock County,30.391641,-89.482791,dj2kgu
MS,28047,Harrison County,30.416536,-89.083376,dj2thc
MS,28049,Hinds County,32.267788,-90.466017,9vxxt6
MS,28051,Holmes County,33.125942,-90.091197,9vzumy
MS,28053,Humphreys County,33.130996,-90.523421,9vzskp
MS,28055,Issaquena County,32.755539,-91.003535,9vz634
MS,28057,Itawamba County,34.281075,-88.363127,dn15j0
MS,28059,Jackson County,30.456005,-88.625101,dj2vr2
MS,28061,Jasper County,32.016989,-89.11943,dj8whh
MS,28063,Jefferson County,31.733633,-91.043878,9vxk80
MS,28065,Jefferson Davis County,31.564808,-89.827086,dj85ef
MS,28067,Jones County,31.616601,-89.168532,dj8efg
MS,28069,Kemper County,32.750136,-88.625631,djbfr3
MS,28071,Lafayette County,34.353078,-89.485385,dn077t
MS,28073,Lamar County,31.197586,-89.506369,dj837p
MS,28075,Lauderdale County,32.403998,-88.660449,djbbq6
MS,28077,Lawrence County,31.550009,-90.10753,9vxgmx
MS,28079,Leake County,32.76063,-89.52225,djb66g
MS,28081,Lee County,34.29237,-88.682439,dn0gjf
MS,28083,Leflore County,33.54979,-90.294934,9vzyc7
MS,28085,Lincoln County,31.535216,-90.453566,9vxems
MS,28087,Lowndes County,33.471424,-88.439723,djcn7t
MS,28089,Madison County,32.63437,-90.03416,9vzcxh
MS,28091,Marion County,31.230167,-89.821712,dj81sj
MS,28093,Marshall County,34.76619,-89.504231,dn0mg2
MS,28095,Monroe County,33.89003,-88.485038,dn10f3
MS,28097,Montgomery County,33.500714,-89.639625,djbq84
MS,28099,Neshoba County,32.752518,-89.119274,djbdk4
MS,28101,Newton County,32.40197,-89.118412,djb8k4
MS,28103,Noxubee County,33.106508,-88.566004,djch2d
MS,28105,Oktibbeha County,33.422313,-88.876151,djby1s
MS,28107,Panola County,34.365205,-89.963065,dn052z
MS,28109,Pearl River County,30.774793,-89.586904,dj2r16
MS,28111,Perry County,31.169307,-88.988755,dj89r4
MS,28113,Pike County,31.177516,-90.397725,9vx9qg
MS,28115,Pontotoc County,34.227081,-89.037239,dn0dty
MS,28117,Prentiss County,34.620566,-88.522184,dn1hcw
MS,28119,Quitman County,34.252833,-90.290171,9ypfc7
MS,28121,Rankin County,32.267123,-89.946063,dj8p94
MS,28123,Scott County,32.411959,-89.533486,djb26s
MS,28125,Sharkey County,32.892395,-90.827613,9vz7j5
MS,28127,Simpson County,31.902505,-89.917709,dj8j3z
MS,28129,Smith County,32.019029,-89.494876,dj8q5k
MS,28131,Stone County,30.790184,-89.112297,dj2xhj
MS,28133,Sunflower County,33.605529,-90.59509,9vzx4m
MS,28135,Tallahatchie County,33.954529,-90.172243,9ypchj
MS,28137,Tate County,34.649553,-89.943105,dn0j17
MS,28139,Tippah County,34.763618,-88.918819,dn0vb8
MS,28141,Tishomingo County,34.737697,-88.236064,dn1m85
MS,28143,Tunica County,34.652201,-90.37177,9yptps
MS,28145,Union County,34.489533,-89.002339,dn0snw
MS,28147,Walthall County,31.164492,-90.103431,9vxcm9
MS,28149,Warren County,32.356095,-90.852384,9vz2hd
MS,28151,Washington County,33.273174,-90.944446,9vzm69
MS,28153,Wayne County,31.642503,-88.678214,dj8un0
MS,28155,Webster County,33.612061,-89.283961,djbx0q
MS,28157,Wilkinson County,31.161091,-91.324617,9vx13b
MS,28159,Winston County,33.078724,-89.037391,djbsjv
MS,28161,Yalobusha County,34.030666,-89.703807,dn01we
MS,28163,Yazoo County,32.765675,-90.387928,9vzdrh
MO,29001,Adair County,40.190666,-92.603592,9znhsu
MO,29003,Andrew County,39.988863,-94.803551,9zhe6x
MO,29005,Atchison County,40.431846,-95.437555,9zhnh2
MO,29007,Audrain County,39.214481,-91.843418,9yyxn4
MO,29009,Barry County,36.699376,-93.834334,9yt2b8
MO,29011,Barton County,37.500799,-94.344089,9ysvm4
MO,29013,Bates County,38.257217,-94.339246,9yuctk
MO,29015,Benton County,38.301036,-93.287942,9yv9vh
MO,29017,Bollinger County,37.318427,-90.024645,9yxur3
MO,29019,Boone County,38.989861,-92.310202,9yymg3
MO,29021,Buchanan County,39.660369,-94.808173,9zh9de
MO,29023,Butler County,36.71518,-90.40313,9yx8yg
MO,29025,Caldwell County,39.658998,-93.979179,9zj1t7
MO,29027,Callaway County,38.835547,-91.923446,9yysuj
MO,29029,Camden County,38.026527,-92.765327,9yy034
MO,29031,Cape Girardeau County,37.384141,-89.685658,dn8hxj
MO,29033,Carroll County,39.427375,-93.500227,9zj823
MO,29035,Carter County,36.944858,-90.945705,9yx64m
MO,29037,Cass County,38.646474,-94.354547,9yugug
MO,29039,Cedar County,37.733655,-93.850014,9ytq8m
MO,29041,Chariton County,39.517968,-92.96162,9zjbud
MO,29043,Christian County,36.969739,-93.187614,9ytdr6
MO,29045,Clark County,40.407275,-91.729472,9znvbe
MO,29047,Clay County,39.315551,-94.421502,9yuzem
MO,29049,Clinton County,39.608723,-94.395803,9zhc7f
MO,29051,Cole County,38.503233,-92.280027,9yy7h1
MO,29053,Cooper County,38.845386,-92.812323,9yyhbp
MO,29055,Crawford County,37.96656,-91.313933,9yxpfp
MO,29057,Dade County,37.43235,-93.854878,9ytkbq
MO,29059,Dallas County,37.683583,-93.033815,9yty6u
MO,29061,Daviess County,39.962839,-93.970053,9zj5me
MO,29063,DeKalb County,39.894665,-94.40719,9zhfgw
MO,29065,Dent County,37.603072,-91.489717,9ywvyj
MO,29067,Douglas County,36.946517,-92.515892,9yw4nt
MO,29069,Dunklin County,36.306905,-90.065394,9yryw9
MO,29071,Franklin County,38.413003,-91.072832,9yz4x8
MO,29073,Gasconade County,38.441183,-91.50578,9yyftw
MO,29075,Gentry County,40.208127,-94.405321,9zhuez
MO,29077,Greene County,37.258196,-93.340641,9ytegy
MO,29079,Grundy County,40.112541,-93.565054,9zjkny
MO,29081,Harrison County,40.34562,-93.992582,9zjjt0
MO,29083,Henry County,38.386491,-93.792628,9yv63s
MO,29085,Hickory County,37.93691,-93.322988,9ytxu6
MO,29087,Holt County,40.095724,-95.219072,9zhk15
MO,29089,Howard County,39.143365,-92.695926,9yyndt
MO,29091,Howell County,36.774369,-91.887368,9yw9jn
MO,29093,Iron County,37.594364,-90.984682,9yxmce
MO,29095,Jackson County,39.005336,-94.343165,9yuvvh
MO,29097,Jasper County,37.205197,-94.337259,9ysgtk
MO,29099,Jefferson County,38.25763,-90.543681,9yz9es
MO,29101,Johnson County,38.741528,-93.811863,9yvk3k
MO,29103,Knox County,40.136856,-92.146835,9znkr4
MO,29105,Laclede County,37.659698,-92.594843,9ywnhz
MO,29107,Lafayette County,39.068705,-93.802639,9yvq32
MO,29109,Lawrence County,37.10659,-93.830551,9yt70g
MO,29111,Lewis County,40.084559,-91.728803,9znu09
MO,29113,Lincoln County,39.062255,-90.962916,9yzq4p
MO,29115,Linn County,39.86444,-93.108019,9zjfc3
MO,29117,Livingston County,39.778587,-93.548201,9zj6r3
MO,29119,McDonald County,36.630218,-94.343956,9ysbmh
MO,29121,Macon County,39.829795,-92.56434,9zn4td
MO,29123,Madison County,37.474481,-90.343413,9yxv0n
MO,29125,Maries County,38.162615,-91.923601,9yy9h5
MO,29127,Marion County,39.807538,-91.635379,9znf6y
MO,29129,Mercer County,40.421413,-93.567631,9zjmyy
MO,29131,Miller County,38.21668,-92.429876,9yy32t
MO,29133,Mississippi County,36.826264,-89.295929,dn8980
MO,29135,Moniteau County,38.633037,-92.583642,9yy5v0
MO,29137,Monroe County,39.49827,-92.006458,9zn8dq
MO,29139,Montgomery County,38.935184,-91.465427,9yyvqx
MO,29141,Morgan County,38.420806,-92.874835,9yvfwd
MO,29143,New Madrid County,36.594261,-89.655948,dn80pv
MO,29145,Newton County,36.908371,-94.335034,9yscvq
MO,29147,Nodaway County,40.361136,-94.883146,9zht8g
MO,29149,Oregon County,36.68531,-91.401827,9yx08n
MO,29151,Osage County,38.464253,-91.859504,9yydvd
MO,29153,Ozark County,36.64959,-92.458549,9yw22p
MO,29155,Pemiscot County,36.209916,-89.785942,dn2juz
MO,29157,Perry County,37.71113,-89.802125,dn8ns9
MO,29159,Pettis County,38.727367,-93.285207,9yvsm4
MO,29161,Phelps County,37.866326,-91.790349,9ywxrm
MO,29163,Pike County,39.339959,-91.171607,9yzpv3
MO,29165,Platte County,39.378696,-94.761472,9zh858
MO,29167,Polk County,37.616761,-93.400817,9yttfx
MO,29169,Pulaski County,37.824835,-92.207022,9ywrjv
MO,29171,Putnam County,40.478606,-93.014531,9zjy72
MO,29173,Ralls County,39.553455,-91.524787,9zncj2
MO,29175,Randolph County,39.439249,-92.492959,9zn0r7
MO,29177,Ray County,39.308401,-93.995746,9yvpt5
MO,29179,Reynolds County,37.366464,-90.972282,9yxk9f
MO,29181,Ripley County,36.65017,-90.874834,9yx2kp
MO,29183,St. Charles County,38.781102,-90.674915,9yzs8e
MO,29185,St. Clair County,38.04223,-93.77656,9yv26j
MO,29186,Ste. Genevieve County,37.885845,-90.161531,9yxzs2
MO,29187,St. Francois County,37.810707,-90.473868,9yxxj5
MO,29189,St. Louis County,38.640688,-90.446073,9yzevf
MO,29195,Saline County,39.13584,-93.204164,9yvwxh
MO,29197,Schuyler County,40.469361,-92.519016,9znnnx
MO,29199,Scotland County,40.447686,-92.142824,9znqp5
MO,29201,Scott County,37.047793,-89.568098,dn86cb
MO,29203,Shannon County,37.152498,-91.391328,9yx527
MO,29205,Shelby County,39.797531,-92.088719,9znd2k
MO,29207,Stoddard County,36.851557,-89.947481,dn819h
MO,29209,Stone County,36.751004,-93.473701,9yt90f
MO,29211,Sullivan County,40.209587,-93.109783,9zju9p
MO,29213,Taney County,36.649827,-93.042819,9ytb6z
MO,29215,Texas County,37.314257,-91.964478,9yws72
MO,29217,Vernon County,37.850196,-94.341597,9yszm4
MO,29219,Warren County,38.761902,-91.159306,9yzht8
MO,29221,Washington County,37.942611,-90.897018,9yxrge
MO,29223,Wayne County,37.111074,-90.453931,9yxeje
MO,29225,Webster County,37.280804,-92.87608,9ytund
MO,29227,Worth County,40.480499,-94.419198,9zhy73
MO,29229,Wright County,37.267633,-92.479989,9ywhp8
MO,29510,St. Louis city,38.635699,-90.244582,9yzgf3
MT,30001,Beaverhead County,45.133863,-112.892869,c2p8z0
MT,30003,Big Horn County,45.407869,-107.518163,c85d36
MT,30005,Blaine County,48.428282,-108.967648,c8de82
MT,30007,Broadwater County,46.329849,-111.497873,c80xwf
MT,30009,Carbon County,45.224468,-109.028554,c843qb
MT,30011,Carter County,45.516825,-104.515324,c8jdvw
MT,30013,Cascade County,47.316575,-111.350262,c82v4j
MT,30015,Chouteau County,47.886834,-110.4362,c892qv
MT,30017,Custer County,46.261414,-105.550352,c8hznj
MT,30019,Daniels County,48.794429,-105.541739,c8svw6
MT,30021,Dawson County,47.26613,-104.898271,c8mkuu
MT,30023,Deer Lodge County,46.094672,-113.141624,c2pw1r
MT,30025,Fallon County,46.318184,-104.405718,c8jz2p
MT,30027,Fergus County,47.225221,-109.232138,c86kdm
MT,30029,Flathead County,48.314678,-114.054295,c2wfue
MT,30031,Gallatin County,45.518054,-111.163921,c80fyq
MT,30033,Garfield County,47.267184,-106.995991,c87uvh
MT,30035,Glacier County,48.705671,-112.990502,c2xthf
MT,30037,Golden Valley County,46.380624,-109.174586,c84rge
MT,30039,Granite County,46.395955,-113.427356,c2prfy
MT,30041,Hill County,48.631959,-110.106321,c89swm
MT,30043,Jefferson County,46.124232,-112.059428,c80q6h
MT,30045,Judith Basin County,47.032558,-110.30532,c83e9f
MT,30047,Lake County,47.642901,-114.083687,c2qz5c
MT,30049,Lewis and Clark County,47.132013,-112.373367,c82h4u
MT,30051,Liberty County,48.559654,-111.036924,c89h32
MT,30053,Lincoln County,48.552385,-115.463185,c2tuhw
MT,30055,McCone County,47.629628,-105.757222,c8kycq
MT,30057,Madison County,45.32529,-111.913791,c803v7
MT,30059,Meagher County,46.5857,-110.92174,c8315b
MT,30061,Mineral County,47.151942,-115.065627,c2qhjx
MT,30063,Missoula County,47.027263,-113.892691,c2r583
MT,30065,Musselshell County,46.505281,-108.439763,c86bs6
MT,30067,Park County,45.421429,-110.53276,c816ku
MT,30069,Petroleum County,47.141917,-108.226575,c87h1j
MT,30071,Phillips County,48.250143,-107.928897,c8e62p
MT,30073,Pondera County,48.228604,-112.220761,c884q7
MT,30075,Powder River County,45.408926,-105.555344,c8hfq4
MT,30077,Powell County,46.844225,-112.9311,c2rdqp
MT,30079,Prairie County,46.812384,-105.503994,c8kfr1
MT,30081,Ravalli County,46.077744,-114.105795,c2ny5k
MT,30083,Richland County,47.785633,-104.563408,c8mxue
MT,30085,Roosevelt County,48.282747,-104.99517,c8t6dv
MT,30087,Rosebud County,46.173233,-106.666746,c8hnst
MT,30089,Sanders County,47.756497,-115.180306,c2qpej
MT,30091,Sheridan County,48.705523,-104.533913,c8ttj6
MT,30093,Silver Bow County,45.896232,-112.660071,c2pvh7
MT,30095,Stillwater County,45.658545,-109.381576,c845wz
MT,30097,Sweet Grass County,45.811292,-109.944796,c81ud5
MT,30099,Teton County,47.819035,-112.281725,c880hc
MT,30101,Toole County,48.645125,-111.733472,c88s9r
MT,30103,Treasure County,46.229441,-107.285772,c85wyx
MT,30105,Valley County,48.34985,-106.670424,c8s5h9
MT,30107,Wheatland County,46.497047,-109.857147,c83bs0
MT,30109,Wibaux County,46.962966,-104.274518,c8mg5j
MT,30111,Yellowstone County,45.936987,-108.276656,c85j24
NE,31001,Adams County,40.520632,-98.500044,9z1yw8
NE,31003,Antelope County,42.183225,-98.058037,9z6rbx
NE,31005,Arthur County,41.57193,-101.695917,9xrsmz
NE,31007,Banner County,41.53975,-103.726263,9xqhrd
NE,31009,Blaine County,41.931945,-99.996407,9z2ys9
NE,31011,Boone County,41.703934,-98.070476,9z6m0r
NE,31013,Box Butte County,42.21038,-103.081779,9xw8nk
NE,31015,Boyd County,42.894448,-98.773022,9z9u02
NE,31017,Brown County,42.359562,-99.92392,9z8byp
NE,31019,Buffalo County,40.855226,-99.074983,9z383m
NE,31021,Burt County,41.854179,-96.337746,9z7qpg
NE,31023,Butler County,41.226072,-97.132039,9z6ft8
NE,31025,Cass County,40.909878,-96.140609,9z78sr
NE,31027,Cedar County,42.60456,-97.25687,9zdf6g
NE,31029,Chase County,40.53039,-101.694192,9xpwtf
NE,31031,Cherry County,42.571323,-101.047653,9z84ht
NE,31033,Cheyenne County,41.214236,-103.011929,9xqdry
NE,31035,Clay County,40.523669,-98.050858,9z4q8c
NE,31037,Colfax County,41.57496,-97.088945,9z6uw8
NE,31039,Cuming County,41.915865,-96.788517,9z7nmw
NE,31041,Custer County,41.393893,-99.726866,9z356x
NE,31043,Dakota County,42.391645,-96.561356,9ze34t
NE,31045,Dawes County,42.711214,-103.134872,9xwdvp
NE,31047,Dawson County,40.867378,-99.815154,9z302x
NE,31049,Deuel County,41.111903,-102.332609,9xr1zk
NE,31051,Dixon County,42.48528,-96.855862,9ze1ey
NE,31053,Dodge County,41.577008,-96.645853,9z7k8b
NE,31055,Douglas County,41.297091,-96.154066,9z7dgv
NE,31057,Dundy County,40.180165,-101.681133,9xpsw4
NE,31059,Fillmore County,40.52504,-97.596705,9z4we1
NE,31061,Franklin County,40.183203,-98.96208,9z1ss5
NE,31063,Frontier County,40.530947,-100.406683,9z0we4
NE,31065,Furnas County,40.191865,-99.909663,9z0uws
NE,31067,Gage County,40.255234,-96.683453,9z5jpb
NE,31069,Garden County,41.633364,-102.302985,9xrkb5
NE,31071,Garfield County,41.906868,-98.951231,9z3wkk
NE,31073,Gosper County,40.509095,-99.823206,9z1n2q
NE,31075,Grant County,41.913957,-101.755965,9xrwkq
NE,31077,Greeley County,41.567571,-98.530565,9z3umz
NE,31079,Hall County,40.866027,-98.502664,9z3bqx
NE,31081,Hamilton County,40.872817,-98.022329,9z6292
NE,31083,Harlan County,40.178766,-99.403418,9z1kd4
NE,31085,Hayes County,40.537234,-101.047963,9z0nse
NE,31087,Hitchcock County,40.176896,-101.044217,9z0hs9
NE,31089,Holt County,42.459287,-98.784766,9z9c81
NE,31091,Hooker County,41.920317,-101.117324,9z2n7p
NE,31093,Howard County,41.216851,-98.513342,9z3fqr
NE,31095,Jefferson County,40.175736,-97.143103,9z4ut3
NE,31097,Johnson County,40.39501,-96.265367,9z5tc3
NE,31099,Kearney County,40.50912,-98.947602,9z1wkq
NE,31101,Keith County,41.194245,-101.644449,9xrdr5
NE,31103,Keya Paha County,42.87548,-99.718351,9z95fv
NE,31105,Kimball County,41.199274,-103.703153,9xq62h
NE,31107,Knox County,42.634404,-97.891349,9zd6s3
NE,31109,Lancaster County,40.783547,-96.688658,9z70pb
NE,31111,Lincoln County,41.050322,-100.744481,9z23e8
NE,31113,Logan County,41.542155,-100.443665,9z2s66
NE,31115,Loup County,41.903183,-99.509852,9z3nrs
NE,31117,McPherson County,41.648414,-101.120851,9z2hfv
NE,31119,Madison County,41.909929,-97.606856,9z6w6v
NE,31121,Merrick County,41.16979,-98.031057,9z661n
NE,31123,Morrill County,41.732204,-102.990594,9xqv2m
NE,31125,Nance County,41.402385,-97.991408,9z67d1
NE,31127,Nemaha County,40.387389,-95.852721,9z5vfb
NE,31129,Nuckolls County,40.176492,-98.046842,9z4k8c
NE,31131,Otoe County,40.637992,-96.131027,9z5xhm
NE,31133,Pawnee County,40.13785,-96.245225,9z5s3f
NE,31135,Perkins County,40.857646,-101.627468,9xr8rm
NE,31137,Phelps County,40.516365,-99.406557,9z1q3z
NE,31139,Pierce County,42.271413,-97.610992,9zd86z
NE,31141,Platte County,41.576866,-97.513467,9z6st0
NE,31143,Polk County,41.187925,-97.570663,9z6d7d
NE,31145,Red Willow County,40.16942,-100.468576,9z0s9b
NE,31147,Richardson County,40.123743,-95.718603,9z5umb
NE,31149,Rock County,42.394749,-99.420851,9z931t
NE,31151,Saline County,40.516802,-97.131755,9z4ymx
NE,31153,Sarpy County,41.115064,-96.109125,9z79uu
NE,31155,Saunders County,41.223388,-96.642097,9z768b
NE,31157,Scotts Bluff County,41.850331,-103.701549,9xqq04
NE,31159,Seward County,40.871944,-97.140383,9z6bt8
NE,31161,Sheridan County,42.512289,-102.36828,9xx1ye
NE,31163,Sherman County,41.218743,-98.972849,9z3d7z
NE,31165,Sioux County,42.470668,-103.73217,9xw1xe
NE,31167,Stanton County,41.905045,-97.177109,9z6yks
NE,31169,Thayer County,40.173845,-97.596263,9z4se1
NE,31171,Thomas County,41.85573,-100.524703,9z2w0e
NE,31173,Thurston County,42.154061,-96.533943,9z7rg3
NE,31175,Valley County,41.564094,-98.983484,9z3s7w
NE,31177,Washington County,41.533973,-96.224577,9z7s63
NE,31179,Wayne County,42.210746,-97.126243,9zdbju
NE,31181,Webster County,40.180646,-98.49859,9z1uwd
NE,31183,Wheeler County,41.922575,-98.520853,9z3yqp
NE,31185,York County,40.873056,-97.596742,9z68e0
NV,32001,Churchill County,39.53771,-118.264166,9r5buv
NV,32003,Clark County,36.214257,-115.013812,9qqnnb
NV,32005,Douglas County,38.905129,-119.609019,9qfvq4
NV,32007,Elko County,41.141133,-115.351424,9rmfp1
NV,32009,Esmeralda County,37.778966,-117.632382,9qsqgj
NV,32011,Eureka County,39.977788,-116.272208,9rj76j
NV,32013,Humboldt County,41.407914,-118.127591,9r7gxf
NV,32015,Lander County,39.90021,-117.04724,9rhfbx
NV,32017,Lincoln County,37.634605,-114.863037,9qwq45
NV,32019,Lyon County,39.022213,-119.197425,9qgjzx
NV,32021,Mineral County,38.516647,-118.416279,9qgg17
NV,32023,Nye County,37.965864,-116.459011,9qtpvz
NV,32027,Pershing County,40.439639,-118.409477,9r5y19
NV,32029,Storey County,39.438385,-119.524646,9r5025
NV,32031,Washoe County,40.73132,-119.663269,9r4zsy
NV,32033,White Pine County,39.418234,-114.900605,9rn21r
NV,32510,Carson City,39.15306,-119.747368,9qfyep
NH,33001,Belknap County,43.519109,-71.425366,drtpwd
NH,33003,Carroll County,43.867774,-71.20156,drv3ec
NH,33005,Cheshire County,42.92546,-72.248183,drss5y
NH,33007,Coos County,44.652548,-71.289431,drvq1b
NH,33009,Grafton County,43.926439,-71.842424,drucvh
NH,33011,Hillsborough County,42.911532,-71.723055,drsupg
NH,33013,Merrimack County,43.299579,-71.680041,drtn2f
NH,33015,Rockingham County,42.988664,-71.09908,drtkw1
NH,33017,Strafford County,43.293272,-71.035589,drtqr9
NH,33019,Sullivan County,43.361188,-72.222084,drswst
NJ,34001,Atlantic County,39.469355,-74.633759,dr4bt9
NJ,34003,Bergen County,40.959698,-74.074727,dr7342
NJ,34005,Burlington County,39.875786,-74.663006,dr4fv5
NJ,34007,Camden County,39.802407,-74.961249,dr4dqj
NJ,34009,Cape May County,39.085841,-74.846354,dqfy2g
NJ,34011,Cumberland County,39.328434,-75.121628,dqfxdx
NJ,34013,Essex County,40.7874,-74.246292,dr70n3
NJ,34015,Gloucester County,39.722875,-75.145679,dr49fp
NJ,34017,Hudson County,40.731375,-74.078601,dr5rdq
NJ,34019,Hunterdon County,40.565283,-74.911969,dr4wz2
NJ,34021,Mercer County,40.282503,-74.703724,dr4vhj
NJ,34023,Middlesex County,40.439621,-74.40743,dr5n4c
NJ,34025,Monmouth County,40.287048,-74.152446,dr5m0w
NJ,34027,Morris County,40.858896,-74.547292,dr6brw
NJ,34029,Ocean County,39.865669,-74.258864,dr54y1
NJ,34031,Passaic County,41.03789,-74.29828,dr71mq
NJ,34033,Salem County,39.573828,-75.357356,dr43jh
NJ,34035,Somerset County,40.565527,-74.619938,dr4yvb
NJ,34037,Sussex County,41.137461,-74.691914,dr6fh2
NJ,34039,Union County,40.659871,-74.308696,dr5pm1
NJ,34041,Warren County,40.853491,-75.009498,dr68mj
NM,35001,Bernalillo County,35.053628,-106.66908,9whpkt
NM,35003,Catron County,33.901621,-108.391928,9w4bv7
NM,35005,Chaves County,33.361604,-104.469837,9tvty9
NM,35006,Cibola County,34.928272,-107.99268,9w5nww
NM,35007,Colfax County,36.612964,-104.64011,9wt86c
NM,35009,Curry County,34.572984,-103.346055,9wns8m
NM,35011,De Baca County,34.359273,-104.368696,9wjg3n
NM,35013,Doña Ana County,32.349919,-106.834968,9tu00c
NM,35015,Eddy County,32.457835,-104.306434,9tvbdk
NM,35017,Grant County,32.732087,-108.381504,9tffjw
NM,35019,Guadalupe County,34.869782,-104.784968,9wjqre
NM,35021,Harding County,35.858516,-103.847925,9wq5uz
NM,35023,Hidalgo County,31.898052,-108.751929,9tdtmq
NM,35025,Lea County,32.795687,-103.413271,9ty6wf
NM,35027,Lincoln County,33.740841,-105.449805,9tvpbq
NM,35028,Los Alamos County,35.870047,-106.307968,9wkkhc
NM,35029,Luna County,32.184523,-107.747191,9terh5
NM,35031,McKinley County,35.583878,-108.253266,9w742t
NM,35033,Mora County,35.982841,-104.921898,9wmksq
NM,35035,Otero County,32.615599,-105.751308,9tuc99
NM,35037,Quay County,35.107018,-103.548071,9wnrex
NM,35039,Rio Arriba County,36.509669,-106.693983,9wkpsn
NM,35041,Roosevelt County,34.021207,-103.483004,9wn3t1
NM,35043,Sandoval County,35.685091,-106.883119,9w7gpb
NM,35045,San Juan County,36.511624,-108.324578,9w6zxn
NM,35047,San Miguel County,35.476859,-104.803519,9wm3z4
NM,35049,Santa Fe County,35.51453,-105.963972,9wkdh9
NM,35051,Sierra County,33.119468,-107.188161,9tgu2v
NM,35053,Socorro County,33.991658,-106.939136,9w5cqe
NM,35055,Taos County,36.576529,-105.637986,9wsbh4
NM,35057,Torrance County,34.554978,-105.890557,9whsw6
NM,35059,Union County,36.488085,-103.475723,9wqrt6
NM,35061,Valencia County,34.71684,-106.806582,9whj98
NY,36001,Albany County,42.58824,-73.97401,dre6k8
NY,36003,Allegany County,42.247853,-78.026153,dr8826
NY,36005,Bronx County,40.848711,-73.852939,dr72rk
NY,36007,Broome County,42.161977,-75.830283,dr6pf7
NY,36009,Cattaraugus County,42.239099,-78.662332,dr803c
NY,36011,Cayuga County,43.008546,-76.574587,dr9s9t
NY,36013,Chautauqua County,42.304216,-79.407595,dpx89j
NY,36015,Chemung County,42.15528,-76.747179,dr3rvd
NY,36017,Chenango County,42.478024,-75.602241,drd1xs
NY,36019,Clinton County,44.752712,-73.705643,drgwdf
NY,36021,Columbia County,42.247729,-73.626806,dre8kd
NY,36023,Cortland County,42.594039,-76.07624,dr9fkf
NY,36025,Delaware County,42.193986,-74.966728,drd8n1
NY,36027,Dutchess County,41.75477,-73.740041,dr7td1
NY,36029,Erie County,42.752759,-78.778192,dpxgpq
NY,36031,Essex County,44.109601,-73.778431,drgdcj
NY,36033,Franklin County,44.594376,-74.31067,drgjtn
NY,36035,Fulton County,43.115609,-74.423678,drej62
NY,36037,Genesee County,43.00091,-78.192778,dr8kss
NY,36039,Greene County,42.279821,-74.142025,dre28b
NY,36041,Hamilton County,43.657879,-74.502456,drg02e
NY,36043,Herkimer County,43.407489,-75.011683,drdwvn
NY,36045,Jefferson County,43.996389,-76.052968,drcfm3
NY,36047,Kings County,40.635045,-73.95064,dr5rjj
NY,36049,Lewis County,43.782681,-75.44414,drf354
NY,36051,Livingston County,42.727485,-77.769779,dr8en6
NY,36053,Madison County,42.910026,-75.663575,drdhn5
NY,36055,Monroe County,43.464484,-77.664658,dr8z28
NY,36057,Montgomery County,42.900891,-74.435357,dreh41
NY,36059,Nassau County,40.729612,-73.589414,dr5xtq
NY,36061,New York County,40.776642,-73.970187,dr5ruz
NY,36063,Niagara County,43.456731,-78.792142,dpxzpp
NY,36065,Oneida County,43.242727,-75.434282,drdq52
NY,36067,Onondaga County,43.006516,-76.196134,dr9udj
NY,36069,Ontario County,42.856357,-77.303497,dr95bc
NY,36071,Orange County,41.40241,-74.306252,dr75t1
NY,36073,Orleans County,43.502287,-78.229726,dr8r7z
NY,36075,Oswego County,43.461443,-76.209262,dr9z1z
NY,36077,Otsego County,42.629776,-75.028841,drdds8
NY,36079,Putnam County,41.427907,-73.743861,dr7e9v
NY,36081,Queens County,40.658566,-73.838017,dr5rrc
NY,36083,Rensselaer County,42.710421,-73.513845,dredzp
NY,36085,Richmond County,40.561263,-74.1399,dr5q8z
NY,36087,Rockland County,41.154628,-74.024662,dr765e
NY,36089,St. Lawrence County,44.488112,-75.074311,drft5d
NY,36091,Saratoga County,43.106135,-73.855387,drempr
NY,36093,Schenectady County,42.817552,-74.043559,dre7e4
NY,36095,Schoharie County,42.591294,-74.438172,dre461
NY,36097,Schuyler County,42.419776,-76.938603,dr9334
NY,36099,Seneca County,42.782294,-76.827088,dr977u
NY,36101,Steuben County,42.266725,-77.385525,dr8brn
NY,36103,Suffolk County,40.943554,-72.692218,drk2cv
NY,36105,Sullivan County,41.719993,-74.771577,dr6v6d
NY,36107,Tioga County,42.178057,-76.297456,dr3xzy
NY,36109,Tompkins County,42.453006,-76.473483,dr99eb
NY,36111,Ulster County,41.947212,-74.265458,dr7nwh
NY,36113,Warren County,43.555105,-73.838139,drerzb
NY,36115,Washington County,43.312377,-73.439428,drey2u
NY,36117,Wayne County,43.458758,-77.063164,dr9pnr
NY,36119,Westchester County,41.152686,-73.745753,dr7d1g
NY,36121,Wyoming County,42.701363,-78.228567,dr86gv
